entity_id,name,type,address,city,state,zip,source,ein
PPP-9274417106,UNITED METHODIST CITY SOCIETY,nonprofit,475 RIVERSIDE DR STE 1922,NEW YORK,NY,10115,ppp_150k_plus,
PPP-6702947105,"THE PENSION BOARDS- UNITED CHURCH OF CHRIST, INC.",nonprofit,475 Riverside Drive 0.0,New York,NY,10115-0002,ppp_150k_plus,
PPP-9719617209,THE INTERCHURCH CENTER,nonprofit,475 Riverside Dr Ste 240,NEW YORK,NY,10115-0002,ppp_150k_plus,
PPP-1889317100,UNITED METHODIST WOMEN,nonprofit,"475 Riverside Drive, 15th Floor 0.0",New York,NY,10115-0002,ppp_150k_plus,
PPP-4915778408,METROPOLITAN NEW YORK SYNOD OF THE EVANGELICAL LUTHERAN CHUR,nonprofit,475 Riverside Dr Ste 1620,New York,NY,10115-0037,ppp_150k_plus,
PPP-2638017202,EPISCOPAL CHURCH FOUNDATION,nonprofit,"475 Riverside Drive, Suite 750",New York,NY,10115-0702,ppp_150k_plus,
PPP-6708237704,CATHOLIC LEAGUE FOR RELIGIOUS AND CIVIL RIGHTS,nonprofit,450 SEVENTH AVENUE 34TH FLOOR,NEW YORK,NY,10123,ppp_150k_plus,
PPP-9566547308,ROMAN CATHOLIC CHURCH OF OUR LADY OF GOOD COUNSEL AND SAINT,nonprofit,230 E 90th St,NEW YORK,NY,10128,ppp_150k_plus,
PPP-4925977210,THE CHURCH OF THE HEAVENLY REST,nonprofit,1085 Fifth Avenue,New York,NY,10128-0603,ppp_150k_plus,
PPP-8665059002,ROMAN CATHOLIC CHURCH OF OUR LADY OF GOOD COUNSEL & ST. THOM,nonprofit,230 E 90th St,New York,NY,10128-3503,ppp_150k_plus,
PPP-3042587104,CATHOLIC SCHOOL REGION OF STATEN ISLAND,nonprofit,2820 Amboy Road 0.0,Staten Island,NY,10306-2005,ppp_150k_plus,
PPP-3899118305,ST CLARE CHURCH,nonprofit,110 Nelson Ave,Staten Island,NY,10308-2705,ppp_150k_plus,
PPP-9932627701,ST. CLARE'S CHURCH,nonprofit,110 Nelson Ave,Staten Island,NY,10308-2705,ppp_150k_plus,
PPP-2152867308,"CATHOLIC CHARITIES OF STATEN ISLAND, INC.",nonprofit,6581 Hylan Blvd,STATEN ISLAND,NY,10309,ppp_150k_plus,
PPP-4107397200,GATEWAY CATHRDRAL CHURCH,nonprofit,200 BOSCOMBE AVE,STATEN ISLAND,NY,10309-2604,ppp_150k_plus,
PPP-5989437107,ROMAN CATHOLIC CHURCH OF ST. JOSEPH,nonprofit,6135 Amboy Road,STATEN ISLAND,NY,10309-3145,ppp_150k_plus,
PPP-2488578402,CHURCH OF THE HOLY CHILD,nonprofit,4747 Amboy Rd,Staten Island,NY,10312-4153,ppp_150k_plus,
PPP-2765917204,HOLY CHILD CHURCH,nonprofit,45747 AMBOY RD,STATEN ISLAND,NY,10312-4153,ppp_150k_plus,
PPP-3724827210,MOORE CATHOLIC HIGH SCHOOL,nonprofit,100 Merrill Avenue,STATEN ISLAND,NY,10314-3312,ppp_150k_plus,
PPP-5624157201,UNITED BRETHRENS CHURCH ON S.I.,nonprofit,1657 Victory Boulevard,STATEN ISLAND,NY,10314-3507,ppp_150k_plus,
PPP-3230627307,OUR SAVIOR LUTHERAN,nonprofit,1734 Williamsbridge Rd,Bronx,NY,10461,ppp_150k_plus,
PPP-9268428403,OUR SAVIOR LUTHERAN,nonprofit,1734 Williamsbridge Rd,Bronx,NY,10461-6204,ppp_150k_plus,
PPP-7282378703,CATHOLIC SCHOOL REGION OF THE NORTHWEST AND SOUTH BRONX,nonprofit,2962 Harding Ave,Bronx,NY,10465-3435,ppp_150k_plus,
PPP-2794087105,CATHOLIC SCHOOL REGION OF THE NORTHEAST %26 EAST BRONX,nonprofit,2962 Harding Ave 0.0,Bronx,NY,10465-3435,ppp_150k_plus,
PPP-1108807103,CATHOLIC SCHOOL REGION OF THE NORTHWEST AND SOUTH BRONX,nonprofit,2962 Harding Avenue 0.0,Bronx,NY,10465-3435,ppp_150k_plus,
PPP-2990537400,WAKE EDEN COMMUNITY BAPTIST CHURCH,nonprofit,2074 STRANG AVE,BRONX,NY,10466-2343,ppp_150k_plus,
PPP-6339678402,BRONX BETHANY CHURCH OF THE NAZARENE,nonprofit,964 E 227th St,Bronx,NY,10466-4620,ppp_150k_plus,
PPP-7309697100,BRONX BETHANY CHURCH OF THE NAZARENE,nonprofit,964 East 227th Street,BRONX,NY,10466-4620,ppp_150k_plus,
PPP-3209378208,COMMUNITY GOSPEL CHURCH INC,nonprofit,3427 White Plains Road,Bronx,NY,10467,ppp_150k_plus,
PPP-5234257103,THE CHURCH OF PENTECOST (USA) INC.,nonprofit,621 E 216th St,BRONX,NY,10467-5507,ppp_150k_plus,
PPP-9663728301,COMMUNITY GOSPEL CHURCH INC,nonprofit,3427 White Plains Rd,Bronx,NY,10467-5704,ppp_150k_plus,
PPP-8542037200,METHODIST CHURCH HOME FOR THE AGED IN THE CITY OF NEW YORK,nonprofit,4499 Manhattan College Parkway,Bronx,NY,10471-3919,ppp_150k_plus,
PPP-1140437709,URBAN ASSEMBLY CHARTER SCHOOL FOR COMPUT,nonprofit,1300 BOYNTON AVE RM 311A,BRONX,NY,10472,ppp_150k_plus,
PPP-9662877106,ST. MATTHEW%27S CHURCH,nonprofit,"382 Cantitoe Street Bedford, NY 10506",Bedford,NY,10506-0293,ppp_150k_plus,
PPP-8389887200,ST. JOHN'S CHURCH,nonprofit,4 FOUNTAIN SQUARE,LARCHMONT,NY,10538,ppp_150k_plus,
PPP-1046027708,"CATHOLIC FOREIGN MISSION SOCIETY OF AMERICA, INC.",nonprofit,77 RYDER RD,MARYKNOLL,NY,10545,ppp_150k_plus,
PPP-4747397710,GREATER CENTENNIAL CHURCH,nonprofit,114 WEST 4TH STREET,MOUNT VERNON,NY,10550,ppp_150k_plus,
PPP-7763848507,SAINT ANNS CHURCH,nonprofit,25 Eastern Ave,Ossining,NY,10562-5009,ppp_150k_plus,
PPP-5510217110,ST. ANN'S CHURCH,nonprofit,25 Eastern Ave,OSSINING,NY,10562-5009,ppp_150k_plus,
PPP-4984368004,RYE PRESBYTERIAN NURSERY SCHOOL,nonprofit,882 BOSTON POST RD,RYE,NY,10580,ppp_150k_plus,
PPP-7408037107,JOHN F KENNEDY CATHOLIC HIGH SCHOOL,nonprofit,54 New York 138,Somers,NY,10589,ppp_150k_plus,
PPP-1401727309,BETHEL METHODIST HOME,nonprofit,55 Grasslands Road,Valhalla,NY,10595,ppp_150k_plus,
PPP-8204438402,CHURCH OF ST. PATRICK,nonprofit,137 Moseman Rd,Yorktown Heights,NY,10598-4806,ppp_150k_plus,
PPP-7320207203,RC CHURCH OF ST. JOHN THE EVANGELIST AND OUR LADY OF MOUNT C,nonprofit,148 Hamilton Avenue,WHITE PLAINS,NY,10601,ppp_150k_plus,
PPP-7132048507,LONNIE WHITE MEMORIAL CHURCH OF GOD IN CHRIST,nonprofit,55 Ferris Ave,White Plains,NY,10603-3405,ppp_150k_plus,
PPP-2728687709,MEMORIAL UNITED METHODIST CHURCH,nonprofit,250 BRYANT AVE,WHITE PLAINS,NY,10605,ppp_150k_plus,
PPP-9063587209,"LIVING WORD CHRISTIAN CHURCH, INC.",nonprofit,1236 Mamaroneck Ave,White Plains,NY,10605-5207,ppp_150k_plus,
PPP-9776217203,NEW YORK ANNUAL CONFERENCE OF THE UNITED METHODIST CHURCH,nonprofit,20 Soundview Ave,WHITE PLAINS,NY,10606-3302,ppp_150k_plus,
PPP-7817167101,ROMAN CATHOLIC CHURCH OF ST JOHN THE BAPTIST- MOST HOLY TRIN,nonprofit,677 YONKERS AVE,YONKERS,NY,10704,ppp_150k_plus,
PPP-3236317102,CATHOLIC SCHOOL REGION OF CENTRAL WESTCHESTER,nonprofit,86 Mayflower Ave 0.0,New Rochelle,NY,10801-1315,ppp_150k_plus,
PPP-4629218305,NEW ROCHELLE UNITED METHODIST CHURCH WEEKDAY NURSERY SCHOOL,nonprofit,1200 North Ave,New Rochelle,NY,10804-2607,ppp_150k_plus,
PPP-8940797200,NEW ROCHELLE UNITED METHODIST CHURCH,nonprofit,1200 NORTH AVE,New Rochelle,NY,10804-2607,ppp_150k_plus,
PPP-9942128508,CATHOLIC SCHOOL REGION OF ULSTER/ORANGE/SULLIVAN,nonprofit,19 Glenmere Ave,Florida,NY,10921-1203,ppp_150k_plus,
PPP-2196857100,CATHOLIC SCHOOL REGION OF ULSTER-ORANGE-SULLIVAN,nonprofit,19 Glenmere Ave 0.0,Florida,NY,10921-1219,ppp_150k_plus,
PPP-1856777200,JOHN S. BURKE CATHOLIC HIGH SCHOOL,nonprofit,80 Fletcher Street,Goshen,NY,10924,ppp_150k_plus,
PPP-1574558605,CATHOLIC SCHOOL REGION OF ROCKLAND,nonprofit,32 W Nyack Rd,Nanuet,NY,10954-2931,ppp_150k_plus,
PPP-1908617103,CATHOLIC SCHOOL REGION OF ROCKLAND,nonprofit,32 West Nyack Rd 0.0,Nanuet,NY,10954-2969,ppp_150k_plus,
PPP-5536247106,GRACEPOINT GOSPEL FELLOWSHIP INC,nonprofit,384 New Hempstead Rd,NEW CITY,NY,10956-1323,ppp_150k_plus,
PPP-1599077810,ST PAUL'S CHRISTIAN DAY SCHOOL (ST PAUL'S EVANGELICAL LUTHER,nonprofit,323 South Main Street,New City,NY,10956-3376,ppp_150k_plus,
PPP-2644917208,GRACE COMMUNITY CHURCH,nonprofit,2839 NY-94,WASHINGTONVILLE,NY,10992,ppp_150k_plus,
PPP-4322127704,OUR LADY OF VICTORY CHURCH-SBA SMALL 7A TERM,nonprofit,2 Floral Parkway,Floral Park,NY,11001,ppp_150k_plus,
PPP-1814158603,MISSIONARY CHURCH OF GOD INC.,nonprofit,2257 Hoffman Ave Ph,Elmont,NY,11003-2823,ppp_150k_plus,
PPP-3556617304,OUR LADY OF THE SNOWS CATHOLIC ACADEMY,nonprofit,79-33 258th Street,Floral Park,NY,11004,ppp_150k_plus,
PPP-3914668501,OUR LADY OF THE SNOWS CATHOLIC ACADEMY,nonprofit,7933 258th St,Floral Park,NY,11004-1254,ppp_150k_plus,
PPP-6925367203,ST MARYS ROMAN CATHOLIC CHURCH,nonprofit,1300 Northern Boulevard,Manhasset,NY,11030-3020,ppp_150k_plus,
PPP-1671197207,NOTRE DAME RC CHURCH,nonprofit,45 Mayfair Road,NEW HYDE PARK,NY,11040,ppp_150k_plus,
PPP-3330748410,NOTRE DAME RC CHURCH,nonprofit,45 Mayfair Rd,New Hyde Park,NY,11040-2024,ppp_150k_plus,
PPP-4375317107,ST PETERS OF ALCANTARA CHURCH,nonprofit,1327 PORT WASHINGTON BLVD,PORT WASHINGTON,NY,11050-3016,ppp_150k_plus,
PPP-3332927707,ST JOSEPH CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,28-46 44th Street,Long Island City,NY,11103,ppp_150k_plus,
PPP-3178497710,"NEW YORK SCHOOL OF URBAN MINISTRY, INC.",nonprofit,3110 47TH ST,LONG ISLAND CITY,NY,11103,ppp_150k_plus,
PPP-4881058405,NEW YORK SCHOOL OF URBAN MINISTRY INC.,nonprofit,3110 47th St,Long Island City,NY,11103-1668,ppp_150k_plus,
PPP-9355828501,ST JOSEPH CATHOLIC ACADEMY,nonprofit,2846 44th St,Long Island City,NY,11103-2147,ppp_150k_plus,
PPP-6355667207,IMMACULATE CONCEPTION CATHOLIC,nonprofit,21-63 29TH ST,ASTORIA,NY,11105,ppp_150k_plus,
PPP-4786718404,IMMACULATE CONCEPTION CATHOLIC ACADEMY IN ASTORIA,nonprofit,2163 29th St,Astoria,NY,11105-2918,ppp_150k_plus,
PPP-2770237304,CATHOLIC MIGRATION SERVICES INC,nonprofit,191 JORALEMON ST 4TH FL,BROOKLYN,NY,11201,ppp_150k_plus,
PPP-1964297707,GRACE CHURCH SCHOOL,nonprofit,254 HICKS ST,BROOKLYN,NY,11201,ppp_150k_plus,
PPP-2429927110,PLYMOUTH CHURCH OF THE PILGRIMS,nonprofit,75 Hicks St.,BROOKLYN,NY,11201-1708,ppp_150k_plus,
PPP-2083438408,PLYMOUTH CHURCH OF THE PILGRIMS,nonprofit,75 Hicks St,Brooklyn,NY,11201-1708,ppp_150k_plus,
PPP-3754077309,CATHOLIC CHARITIES DIOCESE OF BROOKLYN,nonprofit,191 JORALEMON STREET,BROOKLYN,NY,11201-4306,ppp_150k_plus,
PPP-9734588501,CATHOLIC CHARITIES DIOCESE OF BROOKLYN,nonprofit,191 Joralemon St,Brooklyn,NY,11201-4306,ppp_150k_plus,
PPP-9251207208,SAINT CATHERINE OF GENOA SAINT THERESE OF LISIEUX CATHOLIC A,nonprofit,4410 Avenue D,Brooklyn,NY,11203,ppp_150k_plus,
PPP-2401708500,SAINT CATHERINE OF GENOA SAINT THERESE OF LISIEUX CATHOLIC A,nonprofit,4410 Avenue D,Brooklyn,NY,11203-5726,ppp_150k_plus,
PPP-3241918400,ST. ATHANASIUS CATHOLIC ACADEMY,nonprofit,6120 Bay Parkway Brooklyn NY 11204,Brooklyn,NY,11204,ppp_150k_plus,
PPP-7114147208,ST. ATHANASIUS CATHOLIC ACADEMY,nonprofit,"6120 Bay Parkway, Brooklyn NY 11204",Brooklyn,NY,11204,ppp_150k_plus,
PPP-3517147705,SALVE REGINA CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,237 Jerome Street,Brooklyn,NY,11207,ppp_150k_plus,
PPP-4606748406,SALVE REGINA CATHOLIC ACADEMY,nonprofit,237 Jerome St,Brooklyn,NY,11207-3209,ppp_150k_plus,
PPP-9504747107,BROOKLYN UNITED METHODIST CHURCH HOME,nonprofit,1485 DUMONT AVE,BROOKLYN,NY,11208,ppp_150k_plus,
PPP-6254338907,BROOKLYN UNITED METHODIST CHURCH HOME,nonprofit,1485 Dumont Ave,Brooklyn,NY,11208-4700,ppp_150k_plus,
PPP-1447077310,ST ANSELM CATHOLIC ACADEMY,nonprofit,365 83RD ST,BROOKLYN,NY,11209,ppp_150k_plus,
PPP-8811017106,ST PATRICK CATHOLIC ACADEMY,nonprofit,401 97th St,BROOKLYN,NY,11209,ppp_150k_plus,
PPP-3250517306,LUTHERAN ELEMENTARY SCHOOL OF BAY RIDGE,nonprofit,440 Ovington Avenue,Brooklyn,NY,11209,ppp_150k_plus,
PPP-4358338401,LUTHERAN ELEMENTARY SCHOOL OF BAY RIDGE,nonprofit,440 Ovington Ave,Brooklyn,NY,11209-1505,ppp_150k_plus,
PPP-4982927202,OUR SAVIOUR'S LUTHERAN PRESCHOOL,nonprofit,414 80th St,Brooklyn,NY,11209-3903,ppp_150k_plus,
PPP-1400558801,OUR SAVIOUR'S LUTHERAN PRESCHOOL,nonprofit,414 80th St,Brooklyn,NY,11209-3903,ppp_150k_plus,
PPP-4237118409,ST PATRICK CATHOLIC ACADEMY,nonprofit,401 97th St,Brooklyn,NY,11209-7405,ppp_150k_plus,
PPP-9458157203,ST. PETER CATHOLIC ACADEMY,nonprofit,8401 23RD ST,BROOKLYN,NY,11214,ppp_150k_plus,
PPP-4541128406,ST. PETER CATHOLIC ACADEMY,nonprofit,8401 23rd Ave,Brooklyn,NY,11214-3405,ppp_150k_plus,
PPP-6346297201,CATHOLIC FOUNDATION FOR BROOKLYN AND QUE,nonprofit,243 PROSPECT PARK WEST,BROOKLYN,NY,11215,ppp_150k_plus,
PPP-3671667303,ST SAVIOURS CATHOLIC ACADEMY,nonprofit,701 8TH AVE,BROOKLYN,NY,11215,ppp_150k_plus,
PPP-4178027703,ST JOSEPH THE WORKER CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,241 Prospect Park West,Brooklyn,NY,11215,ppp_150k_plus,
PPP-6127148601,ST SAVIOURS CATHOLIC ACADEMY,nonprofit,701 8th Ave,Brooklyn,NY,11215-4203,ppp_150k_plus,
PPP-7023077205,TRINITY GRACE CHURCH,nonprofit,65  15TH ST,BROOKLYN,NY,11215-4652,ppp_150k_plus,
PPP-2709427107,THE ROMAN CATHOLIC DIOCESE OF BROOKLYN NEW YORK,nonprofit,310 PROSPECT PARK,BROOKLYN,NY,11215-5509,ppp_150k_plus,
PPP-3317738609,CATHOLIC FOUNDATION FOR BROOKLYN AND QUE,nonprofit,243 Prospect Park W,Brooklyn,NY,11215-5807,ppp_150k_plus,
PPP-1263088609,ST JOSEPH THE WORKER CATHOLIC ACADEMY,nonprofit,241 Prospect Park W,Brooklyn,NY,11215-5807,ppp_150k_plus,
PPP-4110257303,ST. ROSALIA ROMAN CATHOLIC CHURCH,nonprofit,1230 65TH ST,BROOKLYN,NY,11219-5694,ppp_150k_plus,
PPP-2499237306,OUR LADY OF PERPETUAL HELP CATHOLIC,nonprofit,5902 6TH AVE,BROOKLYN,NY,11220,ppp_150k_plus,
PPP-1821368409,OUR LADY OF PERPETUAL HELP CATHOLIC ACADEMY OF BROOKLYN,nonprofit,5902 6th Ave,Brooklyn,NY,11220-4001,ppp_150k_plus,
PPP-3956587808,"GATEWAY CITY CHURCH, INC.",nonprofit,"257 Bay Ridge Ave,",Brooklyn,NY,11220-5804,ppp_150k_plus,
PPP-8740287304,METRO INTERNATIONAL CHURCH,nonprofit,871 Bushwick Avenue,BROOKLYN,NY,11221,ppp_150k_plus,
PPP-7402207305,ST. STANISLAUS KOSTKA CATHOLIC ACADEMY,nonprofit,12 Newell St.,Brooklyn,NY,11222,ppp_150k_plus,
PPP-9152168308,ST. STANISLAUS KOSTKA CATHOLIC ACADEMY,nonprofit,12 Newell St,Brooklyn,NY,11222-4002,ppp_150k_plus,
PPP-6542768803,OUR LADY OF GRACE CATHOLIC ACADEMY,nonprofit,385 Avenue W,Brooklyn,NY,11223-5351,ppp_150k_plus,
PPP-3183617104,OUR LADY OF GRACE CATHOLIC ACADEMY,nonprofit,385 AVENUE W,BROOKLYN,NY,11223-5351,ppp_150k_plus,
PPP-3731317306,ST FRANCIS OF ASSISI CATHOLIC ACADEMY,nonprofit,400 LINCOLN RD,BROOKLYN,NY,11225,ppp_150k_plus,
PPP-3771338509,ST FRANCIS OF ASSISI CATHOLIC ACADEMY,nonprofit,400 Lincoln Rd,Brooklyn,NY,11225-4306,ppp_150k_plus,
PPP-5791627306,ST GREGORY THE GREAT CATHOLIC ACADEMY,nonprofit,2520 Church Avenue,Brooklyn,NY,11226,ppp_150k_plus,
PPP-4309857706,ST EPHREM CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,924 74TH STREET,BROOKLYN,NY,11228,ppp_150k_plus,
PPP-8791407107,ST. EPHREM ROMAN CATHOLIC CHURCH,nonprofit,929 Bayridge Parkway,BROOKLYN,NY,11228,ppp_150k_plus,
PPP-9956058403,ST EPHREM CATHOLIC ACADEMY,nonprofit,924 74th St,Brooklyn,NY,11228-1918,ppp_150k_plus,
PPP-7907878603,ST. BERNADETTE CATHOLIC ACADEM,nonprofit,1313 83rd St,Brooklyn,NY,11228-3009,ppp_150k_plus,
PPP-6144527200,ST. BERNADETTE CATHOLIC ACADEMY,nonprofit,1313 83RD ST,Brooklyn,NY,11228-3009,ppp_150k_plus,
PPP-6062947204,GOOD SHEPHERD CATHOLIC ACADEMY,nonprofit,1943 BROWN ST,BROOKLYN,NY,11229,ppp_150k_plus,
PPP-6151077205,MIDWOOD CATHOLIC ACADEMY,nonprofit,1501 HENDRICKSON ST,BROOKLYN,NY,11234-3513,ppp_150k_plus,
PPP-4860548400,MIDWOOD CATHOLIC ACADEMY,nonprofit,1501 Hendrickson St,Brooklyn,NY,11234-3513,ppp_150k_plus,
PPP-4121747205,ST MARK CATHOLIC ACADEMY,nonprofit,2602 E19th Street,BROOKLYN,NY,11235,ppp_150k_plus,
PPP-1223928607,ST. MARK CATHOLIC ACADEMY,nonprofit,2602 E 19th St,Brooklyn,NY,11235-3613,ppp_150k_plus,
PPP-3612648500,OUR LADY OF TRUST CATHOLIC ACADEMY,nonprofit,1696 Canarsie Rd,Brooklyn,NY,11236-5400,ppp_150k_plus,
PPP-9131107306,EMMANUEL BAPTIST CHURCH,nonprofit,279 Lafayette Ave,BROOKLYN,NY,11238,ppp_150k_plus,
PPP-7653817109,CO-CATHOLIC OF SAINT JOSEPH,nonprofit,856 PACIFIC ST,BROOKLYN,NY,11238-3118,ppp_150k_plus,
PPP-5005548306,FULL GOSPEL NEW YORK CHURCH,nonprofit,13030 31st Ave,Flushing,NY,11354-2523,ppp_150k_plus,
PPP-9353207100,FULL GOSPEL NEW YORK CHURCH,nonprofit,13030 31ST AVE,FLUSHING,NY,11354-2523,ppp_150k_plus,
PPP-4385807704,ST KEVIN CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,45-50 195 Street,Flushing,NY,11358,ppp_150k_plus,
PPP-4185127707,ST ANDREW AVELLINO CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,35-50 158th Street,Flushing,NY,11358,ppp_150k_plus,
PPP-4744418802,ST ANDREW AVELLINO CATHOLIC ACADEMY,nonprofit,3550 158th St,Flushing,NY,11358-1617,ppp_150k_plus,
PPP-2360257307,SACRED HEART CATHOLIC ACADEMY OF BAYSIDE,nonprofit,216 - 01 38th Avenue,Bayside,NY,11361,ppp_150k_plus,
PPP-9660568404,SACRED HEART CATHOLIC ACADEMY OF BAYSIDE,nonprofit,216 - 01 38th Avenue,Bayside,NY,11361,ppp_150k_plus,
PPP-7137737701,DIOCESAN FOOD SERVICES ROMAN CATHOLIC DIOCESE OF BROOKLYN IN,nonprofit,7200 Douglaston Parkway,Douglaston,NY,11362,ppp_150k_plus,
PPP-1302188608,DIVINE WISDOM CATHOLIC ACADEMY,nonprofit,4511 245th St,Douglaston,NY,11362-1134,ppp_150k_plus,
PPP-6580747203,DIVINE WISDOM CATHOLIC ACADEMY,nonprofit,45-11 245TH ST,LITTLE NECK,NY,11362-1134,ppp_150k_plus,
PPP-7203507701,HOLY FAMILY CATHOLIC ACADEMY,nonprofit,74-15 175th Street,Fresh Meadows,NY,11366,ppp_150k_plus,
PPP-2025678510,HOLY FAMILY CATHOLIC ACADEMY,nonprofit,7415 175th St,Fresh Meadows,NY,11366-1533,ppp_150k_plus,
PPP-4265267703,OUR LADY OF SORROWS CHURCH-SBA SMALL 7A TERM,nonprofit,104-11  37th Avenue,Corona,NY,11368,ppp_150k_plus,
PPP-1056257406,OUR LADY OF SORROWS CATHOLIC ACADEMY,nonprofit,3534 105th Street,Corona,NY,11368,ppp_150k_plus,
PPP-1761228508,OUR LADY OF SORROWS CATHOLIC ACADEMY,nonprofit,3534 105th St,Corona,NY,11368-1118,ppp_150k_plus,
PPP-4380507709,OUR LADY OF FATIMA RC CHURCH-SBA SMALL 7A TERM,nonprofit,2502 80TH STREET,EAST ELMHURST,NY,11370,ppp_150k_plus,
PPP-4370287700,ROMAN CATHOLIC CHURCH OF ST JOAN OF ARC-SBA SMALL 7A TERM,nonprofit,8200 35th ave,Jackson Heights,NY,11372,ppp_150k_plus,
PPP-2666917405,NEW LIFE FELLOWSHIP CHURCH (IGLESIA NUEVA VIDA),nonprofit,82-10 Queens Blvd,Elmhurst,NY,11373,ppp_150k_plus,
PPP-4522648708,SAINT ADALBERT CATHOLIC ACADEMY,nonprofit,5217 83rd St,Elmhurst,NY,11373-4721,ppp_150k_plus,
PPP-1967817104,SAINT ADALBERT CATHOLIC ACADEMY,nonprofit,5217 83RD ST,ELMHURST,NY,11373-4721,ppp_150k_plus,
PPP-4128517710,EVANGELICAL LUTH CHURCH OF OUR SAVIOUR-SBA SMALL 7A TERM,nonprofit,64-33 Woodhaven Blvd.,Rego Park,NY,11374,ppp_150k_plus,
PPP-4245147705,RESURRECTION ASCENSION CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,85-25 61st Road,Rego Park,NY,11374,ppp_150k_plus,
PPP-9039948402,RESURRECTION ASCENSION CATHOLIC ACADEMY,nonprofit,8525 61st Rd,Rego Park,NY,11374-2733,ppp_150k_plus,
PPP-6726897108,OUR LADY OF MERCY CATHOLIC ACADEMY,nonprofit,7025 Kessel Street,FOREST HILLS,NY,11375,ppp_150k_plus,
PPP-4735957410,CHURCH IN THE GARDENS/COMMUNITY HOUSE,nonprofit,50 Ascan Ave,FOREST HILLS,NY,11375,ppp_150k_plus,
PPP-6529567202,OUR LADY QUEEN OF MARTYRS CATHOLIC ACAD,nonprofit,72-55 AUSTIN ST,FOREST HILLS,NY,11375,ppp_150k_plus,
PPP-8526068510,OUR LADY QUEEN OF MARTYRS CATHOLIC ACADEMY,nonprofit,7255 Austin St,Forest Hills,NY,11375-5360,ppp_150k_plus,
PPP-2524548609,OUR LADY OF MERCY CATHOLIC ACADEMY,nonprofit,7025 Kessel St,Forest Hills,NY,11375-5843,ppp_150k_plus,
PPP-3391728702,CHURCH IN THE GARDENS COMMUNITY HOUSE,nonprofit,50 Ascan Ave,Forest Hills,NY,11375-6009,ppp_150k_plus,
PPP-4828667405,ST. SEBASTIAN RC CHURCH,nonprofit,39-63 57th Street,Woodside,NY,11377,ppp_150k_plus,
PPP-1883637700,ST SEBASTIAN CATHOLIC ACADEMY,nonprofit,3976 58TH ST,WOODSIDE,NY,11377,ppp_150k_plus,
PPP-5277648305,ST. SEBASTIAN RC CHURCH,nonprofit,3963,WOODSIDE,NY,11377,ppp_150k_plus,
PPP-6986318406,ST SEBASTIAN CATHOLIC ACADEMY,nonprofit,3976 58th St,Woodside,NY,11377-3352,ppp_150k_plus,
PPP-4598798507,ST. STANISLAUS KOSTKA CATHOLIC ACADEMY OF QUEENS,nonprofit,6117 Grand Ave,Maspeth,NY,11378-2826,ppp_150k_plus,
PPP-3516217700,SAINT MARGARET CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,66-10 80 Street,Middle VIllage,NY,11379,ppp_150k_plus,
PPP-1349518401,SAINT MARGARET CATHOLIC ACADEMY,nonprofit,6610 80th St,Middle Village,NY,11379-2726,ppp_150k_plus,
PPP-9684097000,SAINTS CHURCH,nonprofit,6436 Myrtle Ave,GLENDALE,NY,11385-6249,ppp_150k_plus,
PPP-4345458708,SAINTS CHURCH,nonprofit,6436 Myrtle Ave,Glendale,NY,11385-6249,ppp_150k_plus,
PPP-2045947302,AVE MARIA CATHOLIC ACADEMY,nonprofit,158-20 101st Street,Howard Beach,NY,11414,ppp_150k_plus,
PPP-6911627208,ST. HELEN CATHOLIC ACADEMY,nonprofit,83-09 157TH AVE,HOWARD BEACH,NY,11414,ppp_150k_plus,
PPP-4868678409,ST. HELEN CATHOLIC ACADEMY,nonprofit,8309 157th Ave,Howard Beach,NY,11414-2625,ppp_150k_plus,
PPP-6701317200,ST. ELIZABETH CATHOLIC ACADEMY,nonprofit,94-01 85 TH ST,OZONE PARK,NY,11416,ppp_150k_plus,
PPP-3315777708,DIVINE MERCY CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,101-60 92nd Street,Ozone Park,NY,11416,ppp_150k_plus,
PPP-1192158510,ST. ELIZABETH CATHOLIC ACADEMY,nonprofit,9401 85th St,Ozone Park,NY,11416-1238,ppp_150k_plus,
PPP-5068258408,DIVINE MERCY CATHOLIC ACADEMY,nonprofit,10160 92nd St,Ozone Park,NY,11416-2205,ppp_150k_plus,
PPP-3511377703,HOLY CHILD JESUS CATHOLIC ACADEMY-SBA SMALL 7A TERM,nonprofit,111-02 86th Ave,Richmond Hill,NY,11418,ppp_150k_plus,
PPP-7038127210,OUR LADY OF PERPETUAL HELP CATHOLIC ACAD,nonprofit,111-10 115TH ST,SOUTH OZONE PARK,NY,11420,ppp_150k_plus,
PPP-6285358404,OUR LADY OF PERPETUAL HELP CATHOLIC ACADEMY,nonprofit,11110 115th St,South Ozone Park,NY,11420-1115,ppp_150k_plus,
