entity_id,name,type,address,city,state,zip,source,ein
PPP-9666867710,CHURCH SQUARE PHARMACY INC,church,N/A,N/A,,,ppp_150k_plus,
PPP-7100447301,"FREE WILL BAPTIST CHURCH, INC.",church,1 F SION HILL,Christiansted,VI,00820,ppp_150k_plus,
PPP-1603608901,FREE WILL BAPTIST CHURCH INC,church,135 Estate Sion Hl,Christiansted,VI,00820-5512,ppp_150k_plus,
PPP-9262687708,PRESBYTERIAN MEDICAL ANESTHESIA GROUP PSC,church,1451 Ave Ashford,SAN JUAN,PR,00907,ppp_150k_plus,
PPP-8939808309,THE OPTION INSTITUTE & FELLOWSHIP,church,2080 S Undermountain Rd,Sheffield,MA,01257-9643,ppp_150k_plus,
PPP-9242897007,OPTION INSTITUTE & FELLOWSHIP,church,2080 UNDERMOUNTAIN RD,SHEFFIELD,MA,01257-9643,ppp_150k_plus,
PPP-4967467001,WORTHINGTON ASSEMBLY INC.,church,14 INDUSTRIAL DR,SOUTH DEERFIELD,MA,01373-7338,ppp_150k_plus,
PPP-5392538607,LUTHERAN HOME OF JAMAICA PLAIN INC.,church,11 Shattuck St,Worcester,MA,01605-3650,ppp_150k_plus,
PPP-4861437005,VINEYARD ROAD INC,church,"1451 CONCORD ST, #9",FRAMINGHAM,MA,01701-7726,ppp_150k_plus,
PPP-6102017104,BETHANY COMMUNITY CHURCH,church,15 CAPE RD,MENDON,MA,01756-1164,ppp_150k_plus,
PPP-5033677703,ASSEMBLY GUIDANCE SYSTEMS INC,church,27 INDUSTRIAL AVE UNIT 4,CHELMSFORD,MA,01824-3618,ppp_150k_plus,
PPP-9929138310,ASSEMBLY GUIDANCE SYSTEMS INC,church,27 Industrial Ave,Chelmsford,MA,01824-3618,ppp_150k_plus,
PPP-9400258409,ZO ASSEMBLY INC,church,600 Market St Ste 684,Lynnfield,MA,01940-4000,ppp_150k_plus,
PPP-5794387203,MINISTRY OF SUPPLY INC.,church,"275 Newbury Street, Floor Number 4",Boston,MA,02116,ppp_150k_plus,
PPP-4124638503,MINISTRY OF SUPPLY INC.,church,275 Newbury St Fl 4,Boston,MA,02116-2486,ppp_150k_plus,
PPP-8088457109,NEW ENGLAND NEAPOLITAN ASSEMBLY ROW LLC,church,463 ASSEMBLY ROW,SOMERVILLE,MA,02145,ppp_150k_plus,
PPP-5352178307,NEW ENGLAND NEAPOLITAN ASSEMBLY ROW LLC,church,463 Assembly Row,Somerville,MA,02145-1555,ppp_150k_plus,
PPP-7732138307,FUJI AT ASSEMBLY INC,church,320 Canal St,Somerville,MA,02145-4300,ppp_150k_plus,
PPP-7657067008,FUJI AT ASSEMBLY INC,church,320 Canal St,SOMERVILLE,MA,02145-4300,ppp_150k_plus,
PPP-3474907304,GRACE EPISCOPAL CHURCH,church,160 HIGH ST,MEDFORD,MA,02155-3818,ppp_150k_plus,
PPP-2829167106,CHURCHILL CORPORATION,church,344 FRANKLIN ST,MELROSE,MA,02176-1825,ppp_150k_plus,
PPP-9772108400,CHURCHILL CORPORATION,church,344 Franklin St,Melrose,MA,02176-1825,ppp_150k_plus,
PPP-4570818302,CHURCHILL LINEN SERVICE INC,church,7 Evans St # 0,Brockton,MA,02302-4219,ppp_150k_plus,
PPP-2825367110,"CHURCHILL LINEN SERVICES, INC.",church,7 Evans Street,BROCKTON,MA,02302-4219,ppp_150k_plus,
PPP-4851417104,CHURCHILL'S OIL & GAS INC,church,727 State Rd,Plymouth,MA,02360-5103,ppp_150k_plus,
PPP-5868547305,CASE ASSEMBLY SOLUTIONS INCORPORATED,church,19 Norfolk Avenue,Easton,MA,02375,ppp_150k_plus,
PPP-8651597203,ST JAMES  ARMENIAN CHURCH,church,465 Mount Auburn Street,Watertown,MA,02472,ppp_150k_plus,
PPP-7278437110,MARTHA'S VINEYARD CONSTRUCTION CO INC,church,22 A STREET,EDGARTOWN,MA,02539,ppp_150k_plus,
PPP-8649947104,"VINEYARD GAZETTE, LLC",church,34 South Summer St PO Box 66,Edgartown,MA,02539,ppp_150k_plus,
PPP-8176378301,VINEYARD CANTINA INC,church,266 Upper Main St # 0,Edgartown,MA,02539-5932,ppp_150k_plus,
PPP-4051688505,VINEYARD GAZETTE LLC,church,34 S Summer St,Edgartown,MA,02539-8104,ppp_150k_plus,
PPP-2456927105,LINKS AT MARTHA'S VINEYARD INC.,church,PO Box 1656,Oak Bluffs,MA,02557,ppp_150k_plus,
PPP-3762988405,MARTHA'S VINEYARD COMMISSION,church,33 NEW YORK AVE,OAK BLUFFS,MA,02557,ppp_150k_plus,
PPP-9873187100,MARTHA'S VINEYARD COMMISSION,church,33 New York Ave,OAK BLUFFS,MA,02557-1447,ppp_150k_plus,
PPP-8737887110,"VINEYARD BREWING COMPANY, INC.",church,30 Kennebec Ave PO Box 3232,OAK BLUFFS,MA,02557-5700,ppp_150k_plus,
PPP-7150627109,"CARROLL'S MARTHA'S VINEYARD RAPID TRANSIT, INC",church,475 Edgartown Rd P.O Box 1209,Vineyard Haven,MA,02568,ppp_150k_plus,
PPP-7049408300,MARTHAS VINEYARD SHIPYARD INC,church,164 BEACH ROAD,VINEYARD HAVEN,MA,02568,ppp_150k_plus,
PPP-6036377108,MARTHA'S VINEYARD SHIPYARD INC,church,163 Beach Rd,Vineyard Haven,MA,02568-0001,ppp_150k_plus,
PPP-7350897005,"VINEYARD GARDENS, INC.",church,32 Old Stage Rd,WEST TISBURY,MA,02575,ppp_150k_plus,
PPP-7772627005,"NEWPORT VINEYARDS & WINERY, LLC",church,990 East Main Rd,MIDDLETOWN,RI,02842-5391,ppp_150k_plus,
PPP-5611768302,NEWPORT VINEYARDS & WINERY LLC,church,909 E Main Rd,Middletown,RI,02842-5529,ppp_150k_plus,
PPP-2053737102,SAINT ROSE CHURCH CORPORATION,church,111 LONG ST,WARWICK,RI,02886-7725,ppp_150k_plus,
PPP-1577258408,CHURCHILL & BANKS COMPANIES LLC,church,10 Greene St,Providence,RI,02903-3232,ppp_150k_plus,
PPP-5855487007,CHURCHILL & BANKS COMPANIES LLC,church,10 GREENE ST,PROVIDENCE,RI,02903-3232,ppp_150k_plus,
PPP-8112227100,CORPORATION OF THE CHURCH OF THE BLESSED SACRAMENT,church,239 Regent Ave,Providence,RI,02908,ppp_150k_plus,
PPP-9010057003,ST ROCCOS CHURCH OF JOHNSTON INC,church,927 ATWOOD AVE,JOHNSTON,RI,02919-6240,ppp_150k_plus,
PPP-1321818406,ST ROCCOS CHURCH,church,927 Atwood Ave,Johnston,RI,02919-6240,ppp_150k_plus,
PPP-9639558309,BIRCH WOOD VINEYARDS LLC,church,199 Rockingham Rd,Derry,NH,03038-4518,ppp_150k_plus,
PPP-6981977007,BIRCH WOOD VINEYARDS LLC,church,199 Rockingham Rd,DERRY,NH,03038-4518,ppp_150k_plus,
PPP-4113048301,ASSEMBLY HOTEL OPERATOR,church,1359 Hooksett Rd,Hooksett,NH,03106-1809,ppp_150k_plus,
PPP-6785067008,ASSEMBLY HOTEL OPERATOR LLC,church,1359 HOOKSETT RD,HOOKSETT,NH,03106-1809,ppp_150k_plus,
PPP-7651617006,"VINEYARD INVESTMENT GROUP, LLC",church,170 South River Road,BEDFORD,NH,03110-6778,ppp_150k_plus,
PPP-4608947001,LAKEHOUSE AT CHURCH LANDING LLC,church,281 Daniel Webster HWY,MEREDITH,NH,03253-5812,ppp_150k_plus,
PPP-1106957207,ROMAN CATHOLIC BISHOP OF PORTLAND,church,132 McKeen St,Brunswick,ME,04011,ppp_150k_plus,
PPP-4675448403,ROMAN CATHOLIC BISHOP OF PORTLAND,church,132 McKeen St,Brunswick,ME,04011-2980,ppp_150k_plus,
PPP-9268388502,ERIK'S CHURCH LLC,church,824 Roosevelt Trl Ste 7,Windham,ME,04062-5370,ppp_150k_plus,
PPP-8836347205,"LANCO ASSEMBLY SYSTEMS, INC.",church,12 Thomas Dr.,Westbrook,ME,04092,ppp_150k_plus,
PPP-9421377010,CATHOLIC CHARITIES MAINE,church,307 Congress Street,PORTLAND,ME,04104-3638,ppp_150k_plus,
PPP-5506708609,CHURCH STREET HOSPITALITY INC,church,8 Church Street,Dorset,VT,05251,ppp_150k_plus,
PPP-5656217004,CHURCH STREET HOSPITALITY INC,church,740 PO BOX 740,DORSET,VT,05251-0740,ppp_150k_plus,
PPP-9580947208,"83 CHURCH STREET, LLC",church,78 Main Street,Burlington,VT,05401-8419,ppp_150k_plus,
PPP-3000498600,83 CHURCH STREET LLC,church,78 Main St,Burlington,VT,05401-8419,ppp_150k_plus,
PPP-4971578401,CHURCH HILL LANDSCAPES INC,church,287 Church Hill Rd,Charlotte,VT,05445-9785,ppp_150k_plus,
PPP-8791567000,CHURCH HILL LANDSCAPES INC,church,287 CHURCH HILL RD,CHARLOTTE,VT,05445-9785,ppp_150k_plus,
PPP-6731107001,"THE FIRST BAPTIST CHURCH OF HARTFORD, INC",church,1151 BLUE HILLS AVE,BLOOMFIELD,CT,06002-2721,ppp_150k_plus,
PPP-1545908310,THE FIRST BAPTIST CHURCH OF HARTFORD,church,1151 Blue Hills Ave,Bloomfield,CT,06002-2721,ppp_150k_plus,
PPP-9304017106,IMMANUEL EVANGELICAL LUTHERAN CHURCH,church,154 MEADOW ST,BRISTOL,CT,06010-5730,ppp_150k_plus,
PPP-3034557106,"CHURCHILL BUILDING COMPANY, LLC",church,332 MAIN ST,LAKEVILLE,CT,06039-1207,ppp_150k_plus,
PPP-9037557109,CHURCH CORP OF THE SACRED HEART OF JESUS,church,158 Broad Street,NEW BRITAIN,CT,06053,ppp_150k_plus,
PPP-6980337110,ST. MARY'S CHURCH CORPORATION OF SIMSBURY,church,944 HOPMEADOW ST,SIMSBURY,CT,06070-7914,ppp_150k_plus,
PPP-8721617203,THE SACRED HEART CHURCH CORPORATION,church,56 SACRED HEART DR,GROTON,CT,06340-4431,ppp_150k_plus,
PPP-5871248404,SACRED HEART CHURCH CORP,church,56 Sacred Heart Dr,Groton,CT,06340-4431,ppp_150k_plus,
PPP-1817737109,THE NORWICH ROMAN CATHOLIC DIOCESAN CORPORATION,church,201 BROADWAY,NORWICH,CT,06360-4458,ppp_150k_plus,
PPP-6492657701,CHAMARD VINEYARDS INC,church,115 COW HILL RD,CLINTON,CT,06413-1346,ppp_150k_plus,
PPP-9971037105,CHURCH HILL CLASSICS,church,594 Pepper St,Monroe,CT,06468,ppp_150k_plus,
PPP-4447988508,100 CHURCH HILL RD LLC,church,100 Church Hill Rd,Sandy Hook,CT,06482-1186,ppp_150k_plus,
PPP-1085167108,HOLY TRINITY CATHOLIC ACADEMY INC.,church,503 SHELTON AVE,SHELTON,CT,06484-2821,ppp_150k_plus,
PPP-8238508408,HOLY TRINITY CATHOLIC ACADEMY INC,church,503 Shelton Ave,Shelton,CT,06484-2821,ppp_150k_plus,
PPP-4512038600,LUTHERAN HOME OF SOUTHBURY INC,church,990 Main St N,Southbury,CT,06488-1267,ppp_150k_plus,
PPP-5441217007,"IMPERIAL ELECTRONIC ASSEMBLY, INC",church,1000 FEDERAL RD,BROOKFIELD,CT,06804-1123,ppp_150k_plus,
PPP-2698917704,FIRST PRESBYTERIAN CHURCH OF GREENWICH,church,1 W PUTNAM AVE,GREENWICH,CT,06830,ppp_150k_plus,
PPP-5578987310,THE PARISH OF CHRIST CHURCH,church,254 E. Putnam Ave.,Greenwich,CT,06830,ppp_150k_plus,
PPP-6602697704,GREENWICH CATHOLIC SCHOOL INC.,church,471 North St,Greenwich,CT,06830,ppp_150k_plus,
PPP-8421538600,GREENWICH CATHOLIC SCHOOL INC.,church,471 North St,Greenwich,CT,06830-3949,ppp_150k_plus,
PPP-2404817704,NJ ONNURI COMMUNITY CHURCH CORP.,church,1449 ANDERSON AVE,FORT LEE,NJ,07024,ppp_150k_plus,
PPP-1349637700,FIRST CONGREGATIONAL CHURCH OF,church,40 S FULLERTON AVE,MONTCLAIR,NJ,07042,ppp_150k_plus,
PPP-1274738609,FIRST CONGREGATIONAL CHURCH OF MONTCLAIR N.J.,church,40 S Fullerton Ave,Montclair,NJ,07042-3357,ppp_150k_plus,
PPP-4724517205,LIQUID CHURCH A NJ NONPROFIT CORPORATION,church,"299  Webro Rd, Ste 1",Parsippany,NJ,07054,ppp_150k_plus,
PPP-7355757106,CHURCH OF SAINT THE APOSTLE,church,179 BALDWIN RD,PARSIPPANY,NJ,07054-2005,ppp_150k_plus,
PPP-9063828510,ST PETER THE APOSTLE CHURCH,church,179 Baldwin Rd,Parsippany,NJ,07054-2005,ppp_150k_plus,
PPP-2524407203,SLOVAK CATHOLIC SOKAL,church,205 Madison St.,PASSAIC,NJ,07055-5224,ppp_150k_plus,
PPP-3451897703,ST MICHAELS CHURCH-SBA SMALL 7A TERM,church,172 broadway,newark,NJ,07104,ppp_150k_plus,
PPP-4872807200,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF NEWARK,church,590 North 7th Street,Newark,NJ,07107,ppp_150k_plus,
PPP-6909117307,"CHRISTIAN PENTECOSTAL AFTER SCHOOL PROGRAM, INC.",church,613 - 615 Nye Ave,Irvington,NJ,07111,ppp_150k_plus,
PPP-6276347806,HAITIAN COMMUNITY CHURCH OF THE NAZARENE INC,church,1029 Bergen Street,Newark,NJ,07112-2003,ppp_150k_plus,
PPP-4711277206,HUDSON CATHOLIC REGIONAL HIGH SCHOOL,church,790 Bergen Avenue,Jersey City,NJ,07306,ppp_150k_plus,
PPP-7865907103,NORTH CHURCH GRAVEL INC,church,17-50 River Road,Fair Lawn,NJ,07410,ppp_150k_plus,
PPP-9261437102,CHURCH OF THE HOLY SPIRIT,church,318 Newark Pompton Turnpike,Pequannock Township,NJ,07440,ppp_150k_plus,
PPP-4250698805,CHURCH OF THE HOLY SPIRIT,church,318 Newark Pompton Tpke,Pequannock,NJ,07440-1329,ppp_150k_plus,
PPP-5498177107,DEPAUL CATHOLIC HIGH SCHOOL,church,1512 Alps Road,WAYNE,NJ,07470-3601,ppp_150k_plus,
PPP-1334458600,CHURCHILL CORPORATE SERVICES INC,church,56 Utter Ave,Hawthorne,NJ,07506-2117,ppp_150k_plus,
PPP-5346267710,CHURCHILL CORPORATE SERVICES INC,church,56 UTTER AVE,HAWTHORNE,NJ,07506-2117,ppp_150k_plus,
PPP-6573588408,CALVARY BAPTIST COMMUNITY CENTER,church,575 E 18th St,Paterson,NJ,07514-2624,ppp_150k_plus,
PPP-1278487705,KOREAN COMMUNITY CHURCH OF NEW JERSEY,church,147 TENAFLY RD,ENGLEWOOD,NJ,07631,ppp_150k_plus,
PPP-5542518401,KOREAN COMMUNITY CHURCH OF NEW JERSEY,church,147 Tenafly Rd,Englewood,NJ,07631-2231,ppp_150k_plus,
PPP-1940587205,CHURCH OF ST JOHN THE BAPTIST,church,460 HILLSDALE,Hillsdale,NJ,07642,ppp_150k_plus,
PPP-8731607302,ST. JOSEPH RC CHURCH,church,105 Harrison Street,New Milford,NJ,07646-2629,ppp_150k_plus,
PPP-1005167207,PILGRIM MISSION CHURCH INC,church,"125 GALWAY PL., 2ND FL",TEANECK,NJ,07666,ppp_150k_plus,
PPP-5622997300,"THE CHURCH OF MOTHER OF MERCY, ASBURY DBA MT CALVARY CEMETER",church,1212 1ST AVE,Asbury Park,NJ,07712,ppp_150k_plus,
PPP-7523698609,THE CHURCH OF MOTHER OF MERCY ASBURY PARK N.J.,church,1212 1st Ave,Asbury Park,NJ,07712-5769,ppp_150k_plus,
PPP-3493557203,CHURCH OF SAINT LEO THE GREAT,church,50 Hurleys Lane,Middletown,NJ,07738,ppp_150k_plus,
PPP-9539268504,CHURCH OF SAINT LEO THE GREAT,church,50 Hurleys Ln,Lincroft,NJ,07738-1406,ppp_150k_plus,
PPP-3788287202,ST. CATHARINE CHURCH,church,215 Essex Avenue,Spring Lake,NJ,07762,ppp_150k_plus,
PPP-4747728905,PRESBYTERIAN CAMP AND RETREAT CENTER - OWNER,church,822 County Road 519,Johnsonburg,NJ,07825-4043,ppp_150k_plus,
PPP-4613127203,CATHOLIC ACADEMY OF SUSSEX COUNTY,church,294 Sparta Avenue,Sparta,NJ,07871,ppp_150k_plus,
PPP-2152167103,"FELLOWSHIP SENIOR LIVING, INC.",church,8000 FELLOWSHIP RD,BASKING RIDGE,NJ,07920-2932,ppp_150k_plus,
PPP-8099788410,PRESBYTERIAN CHURCH IN MORRISTOWN,church,65 South St,Morristown,NJ,07960-4138,ppp_150k_plus,
PPP-4698247202,BOTOS CHURCHILL IP LAW LLP,church,430 MOUTAIN AVE SUITE 401,NEW PROVIDENCE,NJ,07974,ppp_150k_plus,
PPP-6129797300,PAD AND PUBLICATION ASSEMBLY CORP.,church,1165 MARLKRESS RD UNIT M,CHERRY HILL,NJ,08003-2330,ppp_150k_plus,
PPP-1530308402,PAD AND PUBLICATION ASSEMBLY CORPORATION,church,1165 Marlkress Rd,Cherry Hill,NJ,08003-2330,ppp_150k_plus,
PPP-6497727000,"CHURCHILL CONSULTING ENGINEERS, P.C.",church,344 N. ROUTE 73 Suite A,BERLIN,NJ,08009-9771,ppp_150k_plus,
PPP-3513218908,CHURCHILL CONSULTING ENGINEERS P.C.,church,344 N Route 73,Berlin,NJ,08009-9771,ppp_150k_plus,
PPP-6588757200,BETHANY BAPTIST CHURCH OF SOMERDALE,church,1115 E GIBBSBORO RD,LINDENWOLD,NJ,08021-1213,ppp_150k_plus,
PPP-8415267109,MARLTON ASSEMBLY OF GOD,church,625 E MAIN STREET,MARLTON,NJ,08053,ppp_150k_plus,
PPP-9259908501,MARLTON ASSEMBLY OF GOD,church,625 E Main St,Marlton,NJ,08053-2303,ppp_150k_plus,
PPP-2589147100,THE CHURCH OF ST JOAN OF ARC SCHOOL,church,101 EVANS ROAD,MARLTON,NJ,08053-2449,ppp_150k_plus,
PPP-3128057208,"CHURCH STREET FAMILY DENTISTRY, INC",church,817 S. CHURCH,MOUNT LAUREL,NJ,08054,ppp_150k_plus,
PPP-7703567105,FELLOWSHIP SURGICAL CENTER LLC,church,715 A Fellowship Road,Mount Laurel,NJ,08054,ppp_150k_plus,
PPP-4719868610,CHURCH STREET FAMILY DENTISTRY INC,church,817 S Church St,Mount Laurel,NJ,08054-2503,ppp_150k_plus,
PPP-7866028500,CERAMIC TILE & MARBLE BY GUY BAPTISTE,church,149 W Centennial Dr,Medford,NJ,08055-8136,ppp_150k_plus,
PPP-5929607707,"CERAMIC TILE AND MARBLE BY GUY BAPTISTE ,INC.",church,149 W CENTENNIAL DR,MEDFORD,NJ,08055-8136,ppp_150k_plus,
PPP-8607797305,"HERITAGE VINEYARDS OF RICHWOOD, LLC",church,480 Mullica Hill Road,Mullica Hill,NJ,08062,ppp_150k_plus,
PPP-4219747203,ST  MATTHEWS BAPTIST CHURCH,church,245 GLassboro Rd  P O Box 817,Williamstown,NJ,08094,ppp_150k_plus,
PPP-9646397006,"CATHOLIC PARTNERSHIP SCHOOLS CAMDEN NJ, INC",church,808 Market Street,Camden,NJ,08102-1120,ppp_150k_plus,
PPP-9827878504,CATHOLIC PARTNERSHIP SCHOOLS CAMDEN NJ INC,church,2824 River Road,Camden,NJ,08105,ppp_150k_plus,
PPP-4747317403,ST. VINCE DE PAUL ROMAN CATHOLIC CHURCH,church,5021 Harding Highway,Mays Landing,NJ,08330,ppp_150k_plus,
PPP-9230418503,HARDINGVILLE BIBLE CHURCH,church,979 Whig Ln,Monroeville,NJ,08343-2849,ppp_150k_plus,
PPP-5025347110,CHURCH BRICK COMPANY,church,118 Burlington Road,Bordentown,NJ,08505-1203,ppp_150k_plus,
PPP-1369707204,STONE HILL CHURCH OF PRINCETON NJ NONPROFIT CORPORATION,church,1025 BUNN DRIVE,PRINCETON,NJ,08540,ppp_150k_plus,
PPP-1604138305,DW VINEYARDS LIMITED LIABILITY COMPANY,church,80 Old York Rd,Ringoes,NJ,08551-1309,ppp_150k_plus,
PPP-2967167104,DW VINEYARDS LIMITED LIABILITY COMPANY,church,80 OLD YORK RD,RINGOES,NJ,08551-1309,ppp_150k_plus,
PPP-7211487207,"CATHOLIC YOUTH ORGANIZATION OF MERCER COUNTY, INC.",church,920 South Broad Street,Trenton,NJ,08611,ppp_150k_plus,
PPP-7377438406,CATHOLIC YOUTH ORGANIZATION OF MERCER COUNTY INC.,church,920 S Broad St,Trenton,NJ,08611-2008,ppp_150k_plus,
PPP-4562137009,KINGDOM CHURCH INC.,church,200 Ludlow Drive,EWING,NJ,08638-2400,ppp_150k_plus,
PPP-4547097208,EPIC CHURCH INTERNATIONAL,church,2707 Main Street Extension,Sayreville,NJ,08872,ppp_150k_plus,
PPP-4186077304,UKRAINIAN ORTHODOX CHURCH OF THE USA,church,135 Davidson Ave,Somerset,NJ,08873,ppp_150k_plus,
PPP-4305688506,UKRAINIAN ORTHODOX CHURCH OF THE USA,church,135 Davidson Ave,Somerset,NJ,08873-1358,ppp_150k_plus,
PPP-8946867100,CHURCH OF THE IMMACULATE CONCEPTION,church,35 Mountain Avenue,Somerville,NJ,08876,ppp_150k_plus,
PPP-9383738604,CHURCH OF THE IMMACULATE CONCEPTION,church,35 Mountain Ave Null,Somerville,NJ,08876-1823,ppp_150k_plus,
PPP-6544407710,ABUNDANT LIFE FAMILY WORSHIP CHURCH INC,church,259 GEORGE ST,NEW BRUNSWICK,NJ,08901-1313,ppp_150k_plus,
PPP-1873937104,118 CHURCHILL AVENUE CORP,church,12 Industrial Drive,NEW BRUNSWICK,NJ,08901-3632,ppp_150k_plus,
PPP-5357827206,REFORMED CHURCH OF HIGHLAND PARK AFFORDABLE HOUSING CORPORAT,church,19-21 SO. Second Ave,Highland Park,NJ,08904,ppp_150k_plus,
PPP-1299387709,"THE RECTOR, CHURCH WARDENS &AMP; VESTRYMEN OF GRACE CHURCH I",church,802 BROADWAY,NEW YORK,NY,10003,ppp_150k_plus,
PPP-7120287200,"THE BRAND ASSEMBLY, LLC",church,915 Broadway,New York,NY,10010-7108,ppp_150k_plus,
PPP-9861278407,THE BRAND ASSEMBLY LLC,church,915 Broadway,New York,NY,10010-7108,ppp_150k_plus,
PPP-1104087703,THE FIRST PRESBYTERIAN CHURCH IN THE,church,12 W 12TH ST,NEW YORK,NY,10011,ppp_150k_plus,
PPP-9923538507,FIRST PRESBYTERIAN CHURCH IN THE CITY OF,church,12 W 12th St,New York,NY,10011-8604,ppp_150k_plus,
PPP-1003967708,MINDS + ASSEMBLY LLC,church,628 BROADWAY FL 3,NEW YORK,NY,10012,ppp_150k_plus,
PPP-7029757002,CITY VINEYARD LLC,church,233 west street,NEW YORK,NY,10013,ppp_150k_plus,
PPP-5637048307,CITY VINEYARD LLC,church,155 Varick St,New York,NY,10013-1106,ppp_150k_plus,
PPP-6716787106,CHURCHILL CAPITAL MANAGEMENT LLC,church,7 Mercer St Fl 2,New York,NY,10013-2585,ppp_150k_plus,
PPP-2406817708,THE ARMENIAN APOSTOLIC CHURCH OF AMERICA,church,138 E 39TH ST,NEW YORK,NY,10016,ppp_150k_plus,
PPP-1334867304,CATHOLIC HEALTH CARE SYSTEM,church,205 Lexington Avenue,New York,NY,10016,ppp_150k_plus,
PPP-2423627701,ROSE &AMP; CROWN CAFE LTD DBA THE CHURCHILL,church,45 East 28th Street,NEW YORK,NY,10016,ppp_150k_plus,
PPP-1335717307,"CATHOLIC MANAGED LONG TERM CARE, INC.",church,205 Lexington Avenue,New York,NY,10016,ppp_150k_plus,
PPP-7919088501,THE ARMENIAN APOSTOLIC CHURCH OF AMERICA INC.,church,138 E 39th St,New York,NY,10016-0914,ppp_150k_plus,
PPP-4574597701,WALLACE CHURCH ASSOCIATES INC,church,330 EAST 48TH STREET,NEW YORK,NY,10017,ppp_150k_plus,
PPP-3823378404,WALLACE CHURCH INC,church,330 E 48th St,New York,NY,10017-1702,ppp_150k_plus,
PPP-2176657701,TIMES SQUARE CHURCH INC,church,ATTENTION: ANTOINETTE LENZA 1657 BROADWAY FL 4,NEW YORK,NY,10019,ppp_150k_plus,
PPP-3025247301,"CHURCHILL CAPITAL USA, INC",church,"1270 AVENUE OF THE AMERICAS, Suite 1910",NEW YORK,NY,10020-1700,ppp_150k_plus,
PPP-1544387703,ST JEAN BAPTISTE HIGH SCHOOL,church,173 E 75TH ST,NEW YORK,NY,10021,ppp_150k_plus,
PPP-2012087700,THE HELLENIC EASTERN ORTHODOX CHURCH OF,church,337 E 74TH ST APT 2,NEW YORK,NY,10021,ppp_150k_plus,
PPP-4993278700,THE HELLENIC EASTERN ORTHODOX CHURCH OF NEW YORK,church,337 E 74th St 319 East 74th Street,New York,NY,10021-3792,ppp_150k_plus,
PPP-8250517407,CATHOLIC CHARITIES COMMUNITY SERVICES,church,1011 First Avenue,New York,NY,10022,ppp_150k_plus,
PPP-5612527306,CATHOLIC NEAR EAST WELFARE ASSOCIATION,church,1011 First Ave  15th Floor,New York,NY,10022,ppp_150k_plus,
PPP-9211028302,RUTGERS PRESBYTERIAN CHURCH,church,236 W 73rd St,New York,NY,10023-2701,ppp_150k_plus,
PPP-3228157701,ALL ANGELS' CHURCH,church,PARISH HOUSE 251 W 80TH ST,NEW YORK,NY,10024,ppp_150k_plus,
PPP-1399977706,THE SECOND PRESBYTERIAN CHURCH IN THE CITY OF NEW YORK,church,3 W 95TH ST,NEW YORK,NY,10025,ppp_150k_plus,
PPP-5778627704,FIRST CORINTHIAN BAPTIST CHURCH INC,church,1912 ADAM CLAYTON POWELL JR BLVD,NEW YORK,NY,10026-2815,ppp_150k_plus,
PPP-1525817706,ROMAN CATHOLIC CHURCH OF THE GOOD,church,608 ISHAM ST,NEW YORK,NY,10034,ppp_150k_plus,
PPP-2643207706,"FELLOWSHIP FOR THE PERFORMING ARTS, INC.",church,630 9TH AVE STE 1409,NEW YORK,NY,10036,ppp_150k_plus,
PPP-1455357703,"ROMAN CATHOLIC CHURCH OF SAINT MONICA,",church,406 E 80TH ST,NEW YORK,NY,10075,ppp_150k_plus,
PPP-3139048806,THE UNITARIAN CHURCH OF ALL SOULS,church,1157 Lexington Ave,New York,NY,10075-0440,ppp_150k_plus,
PPP-3222407104,THE UNITARIAN CHURCH OF ALL SOULS,church,1157 Lexington Ave,New York,NY,10075-0440,ppp_150k_plus,
PPP-1528747704,THE COLLEGE AND COMMUNITY FELLOWSHIP INC,church,475 Riverside Drive Suite 1626,NEW YORK,NY,10115,ppp_150k_plus,
PPP-1088758709,LUTHERAN SOCIAL SERVICES OF NEW YORK,church,475 Riverside Dr,New York,NY,10115-0002,ppp_150k_plus,
PPP-2210309001,THE COLLEGE & COMMUNITY FELLOWSHIP INC.,church,475 Riverside Dr Ste 1626,New York,NY,10115-0038,ppp_150k_plus,
PPP-2056207701,CATHOLIC KOLPING SOCIETY NEW YORK,church,CO MS KATRINA DENGLER 165 E 88TH ST,NEW YORK,NY,10128,ppp_150k_plus,
PPP-7022258608,CATHOLIC KOLPING SOCIETY NEW YORK,church,165 E 88th St Co Ms Katrina Dengler,New York,NY,10128-2241,ppp_150k_plus,
PPP-1325587704,ROMAN CATHOLIC CHURCH OF SAINTS PETER DBA ST. PETER'S CEMETE,church,53 SAINT MARKS PL,STATEN ISLAND,NY,10301,ppp_150k_plus,
PPP-2091797306,NEW DORP BAPTIST CHURCH CORP.,church,NEW DORP BAPTIST CHURCH 259 ROSE AVE,STATEN ISLAND,NY,10306,ppp_150k_plus,
PPP-2759427203,"THE KNOWLEDGE HOUSE FELLOWSHIP, INC",church,363 RIDER AVE 3 FLOOR,BRONX,NY,10451,ppp_150k_plus,
PPP-6079548706,THE KNOWLEDGE HOUSE FELLOWSHIP INC.,church,363 Rider Ave Fl 3,Bronx,NY,10451-5905,ppp_150k_plus,
PPP-9936487203,ROMAN CATHOLIC CHURCH OF SAINT ANSELM AND SAINT ROCH,church,685 Tinton Avenue,Bronx,NY,10455,ppp_150k_plus,
