CERSID,FACILITY_ID,BUSINESS_NAME,ADDRESS,CITY,ZIP,COUNTY,PERMITTING_AGENCY,LATITUDE,LONGITUDE,CALENVIROSCREEN4PERCENTILE,2022_ASSEMBLY_DISTRICT,2022_SENATE_DISTRICT,2022_CONGRESSIONAL_DISTRICT
10240909,,LAPD - PARKER CENTER,150 N LOS ANGELES ST UN 415,LOS ANGELES,90012,Los Angeles,Los Angeles City Fire Department,,,,,,
10241095,FA0002414,CEDARS-SINAI MEDICAL CENTER,8723 W ALDEN DR RM 157,LOS ANGELES,90048,Los Angeles,Los Angeles City Fire Department,,,,,,
10416961,LACoFA0009684,UNITED #101,450 El Segundo Blvd,LOS ANGELES,90061,Los Angeles,Los Angeles County Fire Department,,,,,,
10416640,,Chevron Blending and Shipping Contol Room,228 W El Segundo Blvd,El Segundo,90245,Los Angeles,El Segundo City Fire Department,,,,,,
10409941,,Chevron Station# 97608,601 S Vista Del Mar,El Segundo,90245,Los Angeles,El Segundo City Fire Department,,,,,,
10190423,,Chevron Isomax Complex Control Room,1290 E El Segundo Blvd,El Segundo,90245,Los Angeles,El Segundo City Fire Department,,,,,,
10190397,,Chevron EF&S Division,352 E El Segundo Blvd,El Segundo,90245,Los Angeles,El Segundo City Fire Department,,,,,,
10190413,,Chevron LSFO Complex Control Room,520 E El Segundo Blvd,El Segundo,90245,Los Angeles,El Segundo City Fire Department,,,,,,
10289050,LACoFA0015061,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",711 W Knox St,Gardena,90248,Los Angeles,Los Angeles County Fire Department,,,,,,
10267849,LACoFA0029533,ARIAN OIL LLC,17400 S Western Ave,Gardena,90248,Los Angeles,Los Angeles County Fire Department,,,,,,
10420510,LACoFA0022412,UNITED #174,4008 W Rosecrans Ave,Lawndale,90250,Los Angeles,Los Angeles County Fire Department,,,,,,
10267687,LACoFA0014334,UNITED #135,4558 W Imperial Hwy,Inglewood,90304,Los Angeles,Los Angeles County Fire Department,,,,,,
10279789,LACoFA0012998,Whittier Union High School District,9402 Greenleaf Ave,Whittier,90605,Los Angeles,Los Angeles County Fire Department,,,,,,
10173255,FA0060611,SPEEDWAY No. 3796,101 E Whittier Blvd,La Habra,90631,Orange,Orange County Environmental Health,,,,,,
10309543,LACoFA0002295,LA MIRADA PUMP STATION,16107 E ALICANTE RD,LA MIRADA,90638,Los Angeles,Los Angeles County Fire Department,,,,,,
10444690,LACoFA0003509,CFS 31 La Mirada,14901 Artesia Blvd,La Mirada,90638,Orange,Los Angeles County Fire Department,,,,,,
10406239,LACoFA,Diana's Pet Grooming,458,Montebello,90640,Los Angeles,Los Angeles County Fire Department,,,,,,
10138267,FA0024558,G&M Oil Co. #61,10502 S. Magnolia Ave.,Stanton,90680,Orange,Orange County Environmental Health,,,,,,
10271113,LACoFA0006761,AVALON FUEL DOCK,2 CASINO WAY,AVALON,90704,Los Angeles,Los Angeles County Fire Department,,,,,,
10271122,LACoFA0020437,Catalina Island Company,44 PEBBLY BEACH RD,AVALON,90704,Los Angeles,Los Angeles County Fire Department,,,,,,
10512343,FA0023966,Total Care Pavilion,3951 KATELLA AVE,LOS ALAMITOS,90720,Orange,WGS84 (World Geodetic System of 1984),,,,,,
10396363,FA0003674,Southwest Terminal 2,551 Pilchard St,Los Angeles,90731,Los Angeles,Los Angeles City Fire Department,,,,,,
10302220,LACoFA0033897,TESORO LOS ANGELES REFINERY - CARSON OPERATIONS,22700 S WILMINGTON AVE,CARSON,90745,Los Angeles,Los Angeles County Fire Department,,,,,,
10200133,LACoFA0007004,Verizon Business - DOHLCA,17900 S Central Ave,Carson,90746,Los Angeles,Los Angeles County Fire Department,,,,,,
10410583,LB,Willow Chevron,601 West Willow Street,Long Beach,90755,Los Angeles,Long Beach Environmental Heath,,,,,,
10412509,HC00004480,BADGER AVENUE BRIDGE,801 S Henry Ford Ave,LONG BEACH,90802,Los Angeles,Long Beach Environmental Heath,,,,,,
10404031,,SPEEDWAY No. 4836,3100 N Los Coyotes Diagonal,Long Beach,90808,Los Angeles,Long Beach Environmental Heath,,,,,,
10141527,1392,"Frontier California, Inc.: Martin Luther King CO",1698 Martin Luther King Blvd,Long Beach,90813,Los Angeles,Long Beach Environmental Heath,,,,,,
10308103,LACoFA0030214,PASADENA UNIFIED SCHOOL DIST,740 W Woodbury Rd,Altadena,91001,Los Angeles,Los Angeles County Fire Department,,,,,,
10299676,LACoFA0028376,KBIG Transmitter,0 Video Rd,LA CANADA FLINTRIDGE,91012,Los Angeles,Los Angeles County Fire Department,,,,,,
10305763,LACoFA0023660,SANTA ANITA DAM & RESERVOIR,2230 N SANTA ANITA CANYON RD,MONROVIA,91016,Los Angeles,Los Angeles County Fire Department,,,,,,
10299547,LACoFA0018436,KTLA BROADCASTING CO,MT WILSON - RED BOX RD # C,ANGELES NATIONAL FOREST,91023,Los Angeles,Los Angeles County Fire Department,,,,,,
10291651,LACoFA0018439,KNBC STATION-MT WILSON TRANSMITTER,4 VIDEO RD,MOUNT WILSON,91023,Los Angeles,Los Angeles County Fire Department,,,,,,
10154135,LACoFA0018437,KCBS/KCAL TV Transmitter Site,1600 WEATHERVANE,Mt. Wilson,91023,Los Angeles,Los Angeles County Fire Department,,,,,,
10282792,LACoFA0024966,CITY OF SIERRA MADRE-MAINT YARD,621 E SIERRA MADRE BLVD,SIERRA MADRE,91024,Los Angeles,Los Angeles County Fire Department,,,,,,
10309825,LACoFA0018434,NATIONAL BROADCASTING COMPANY,MT WILSON-RED BOX RD # A,ANGELES NATIONAL FOREST,91203,Los Angeles,Los Angeles County Fire Department,,,,,,
10268080,LACoFA0019063,COMMUNICATIONS RELAY LLC,22000 W OAT MOUNTAIN WAY,CHATSWORTH,91311,Los Angeles,Los Angeles County Fire Department,,,,,,
10269433,LACoFA0035746,LA CO ISD/OAT MOUNTAIN (NIKE),15900 BROWNS CANYON ROAD,CHATSWORTH,91311,Los Angeles,Los Angeles County Fire Department,,,,,,
10331521,,United Pacific 0629,575 E VENTU PARK RD,NEWBURY PARK,91320,Ventura,Ventura County Environmental Health,,,,,,
10775146,,Mo's Test Auto,5050 Com,Reseda,91335,Los Angeles,Los Angeles County Fire Department,,,,,,
10249873,FA0025091,RECEIVING STATION R,13945 N SAN FERNANDO RD,GRANADA HILLS,91344,Los Angeles,Los Angeles City Fire Department,,,,,,
10230514,LACoFA0012783,SUSD Maintenance & Operations Facility,26501 Ruether Dr,Santa Clarita,91351,Los Angeles,Los Angeles County Fire Department,,,,,,
10305304,LACoFA0033911,LA CO DPW SMD Commerce Center Pump Station,28550 COMMERCE CENTER DR,VALENCIA,91355,Los Angeles,Los Angeles County Fire Department,,,,,,
10308508,LACoFA0045082,THE PACKARD HUMANITIES INST,26155 ROCKWELL CANYON RD,SANTA CLARITA,91355,Los Angeles,Los Angeles County Fire Department,,,,,,
10765735,,"MAGIC OIL, INC.",27624 THE OLD ROAD,VALENCIA,91355,Los Angeles,Los Angeles County Fire Department,,,,,,
10331638,96152,RAFI'S CHEVRON #6,1152 E AVE DE LOS ARBOLES,THOUSAND OAKS,91360,Ventura,Ventura County Environmental Health,,,,,,
10267471,LACoFA0026344,WESTLAKE VILLAGE CW LLC,30909 E Thousand Oaks Blvd,Westlake Village,91362,Los Angeles,Los Angeles County Fire Department,,,,,,
10267573,LACoFA0014118,HONOR RANCHO A (NCT-1),BISCAILUZ DR,CASTAIC,91384,Los Angeles,Los Angeles County Fire Department,,,,,,
10207300,LACoFA0028205,Circle K Stores Inc. Site #2709465,18755 VIA PRINCESSA,Santa Clarita,91387,Los Angeles,Los Angeles County Fire Department,,,,,,
10292581,LACoFA0042636,Golden Valley Shell,19415 Golden Valley Rd,Santa Clarita,91387-1474,Los Angeles,Los Angeles County Fire Department,,,,,,
10229797,LACoFA0022059,The Walt Disney Company Service Station,2101 W RIVERSIDE DR,BURBANK,91506,Los Angeles,Los Angeles County Fire Department,,,,,,
10292794,LACoFA0015738,UNIVERSAL STUDIOS LLC,3900 LANKERSHIM BLVD,UNIVERSAL CITY,91608,Los Angeles,Los Angeles County Fire Department,,,,,,
10265908,LACoFA0023389,SAN GABRIEL DAM & RESERVOIR,9700 N SAN GABRIEL CANYON RD,AZUSA,91702,Los Angeles,Los Angeles County Fire Department,,,,,,
10280959,LACoFA0006023,NATIONAL READY MIXED CONCRETE,2620 BUENA VISTA ST,IRWINDALE,91706,Los Angeles,Los Angeles County Fire Department,,,,,,
10188173,FA0004797,Circle K Stores Inc. Site #2709474,15960 Los Serranos Country Club Dr,Chino Hills,91709,San Bernardino,San Bernardino County Fire Department,,,,,,
10880410,FA0018634,Federal Express - CHIN,15020 Flight Ave,Chino,91710,San Bernardino,San Bernardino County Fire Department,,,,,,
10141145,LACoFA0004718,Frontier California: Covina CO,160 Badillo Street,Covina,91723,Los Angeles,Los Angeles County Fire Department,,,,,,
10263277,LACoFA0023028,AZUSA SHELL,871 W SAN BERNARDINO RD,COVINA,91723,Los Angeles,Los Angeles County Fire Department,,,,,,
10274731,LACoFA0022841,FOSTER FARMS (SOUTH EL MONTE),11250 Rush St # A,SOUTH EL MONTE,91733,Los Angeles,Los Angeles County Fire Department,,,,,,
10409071,LACoFA0003164,S.F.J. Alrabadi Inc,113 Arrow Hwy,Glendora,91740,Los Angeles,Los Angeles County Fire Department,,,,,,
10285372,LACoFA0016603,CITY OF GLENDORA (CORP YARD),440 S LORAINE AVE,GLENDORA,91741,Los Angeles,Los Angeles County Fire Department,,,,,,
10266691,LACoFA0013134,Amar Shell,1009 N. Hacienda Blvd.,La Puente,91744-2020,Los Angeles,Los Angeles County Fire Department,,,,,,
10266052,LACoFA0002293,CITY CORPORATION YARD,751 S ALHAMBRA AVE,MONTEREY PARK,91755,Los Angeles,Los Angeles County Fire Department,,,,,,
10138193,FA0003385,G&M Oil Co. #9,1065 W Holt Blvd,Ontario,91762,San Bernardino,San Bernardino County Fire Department,,,,,,
10306642,LACoFA0011498,LA CO DPW SMD Fountain Springs Pump Station,21418 FOUNTAIN SPRINGS RD,DIAMOND BAR,91765,Los Angeles,Los Angeles County Fire Department,,,,,,
10294354,LACoFA0026242,57EXPRESS,3111 S TEMPLE AVE,POMONA,91768,Los Angeles,Los Angeles County Fire Department,,,,,,
10658947,LACoFA0023358,7-ELEVEN INC. #38041,1328 N SAN GABRIEL BLVD,ROSEMEAD,91770,Los Angeles,Los Angeles County Fire Department,34.04441,118.08981,,,,
10407658,LACoFA0012895,UNITED #189,123 Grand Ave,WEST COVINA,91791,Los Angeles,Los Angeles County Fire Department,,,,,,
10357804,37-000-120093,AT&T California - D3236,1090 Apache Dr,Chula Vista,91910,San Diego,San Diego County Department of Environmental Health,,,,,,
10931833,37-000-008078,Hilltop Market,1500 Hilltop Dr,Chula Vista,91911,San Diego,San Diego County Department of Environmental Health,,,,,,
10359070,37-000-204097,Otay Valley Shell #62,4555 Main St,Chula Vista,91911,San Diego,San Diego County Department of Environmental Health,,,,,,
10360030,37-000-120152,SD CNTY DESCANSO RD STN,24592 VIEJAS GR,DESCANSO,91916,San Diego,San Diego County Department of Environmental Health,,,,,,
10395370,37-000-103465,PERKINS MARKET,24680 VIEJAS GRV,DESCANSO,91916-9700,San Diego,San Diego County Department of Environmental Health,,,,,,
10360219,37-000-212276,JACUMBA SHELL,1494 CARRIZO GORGE RD,JACUMBA,91934,San Diego,San Diego County Department of Environmental Health,,,,,,
10360222,37-000-212851,JACUMBA CHEVRON,1451 CARRIZO GORGE RD,JACUMBA,91934,San Diego,San Diego County Department of Environmental Health,,,,,,
10362688,37-000-106516,PINE VALLEY STORE,28820 Old Highway 80,Pine Valley,91962,San Diego,San Diego County Department of Environmental Health,,,,,,
10363417,37-000-206820,RAMCO PETROLEUM #3,447 TECATE RD,TECATE,91980,San Diego,San Diego County Department of Environmental Health,,,,,,
10363603,37-000-112358,XL CO,525 Palm Canyon Dr,Borrego Springs,92004,San Diego,San Diego County Department of Environmental Health,,,,,,
10364479,37-000-139196,Coastal Petroleum Inc.,7170 Avenida Encinas,Carlsbad,92009,San Diego,San Diego County Department of Environmental Health,,,,,,
10366522,37-000-104484,EL CAJON GRADING & ENGINEERING,13831 Highway 8 Business,El Cajon,92021,San Diego,San Diego County Department of Environmental Health,,,,,,
10366576,37-000-138189,LAKE JENNINGS MOBIL #81939,14039 I-8 BUSINESS HWY,EL CAJON,92021,San Diego,San Diego County Department of Environmental Health,,,,,,
10169875,,KR Shop,1234  Apple St,Escondido,92029,San Diego,San Diego County Department of Environmental Health,,,,,,
10370869,37-000-210851,RAMCO PETROLEUM #5,1913 MAIN ST,JULIAN,92036,San Diego,San Diego County Department of Environmental Health,,,,,,
10371022,37-000-114290,SCRIPPS RESEARCH,10660 N Torrey Pines Rd,La Jolla,92037,San Diego,San Diego County Department of Environmental Health,,,,,,
10395580,37-000-129550,"PLAVAN COMMERCIAL FUELING, INC",575 AIRPORT RD,OCEANSIDE,92054-1206,San Diego,San Diego County Department of Environmental Health,,,,,,
10357294,37-000-216416,"TRC Government Services, LLC","Area 14, Vandegrift Blvd & 17th Street Bldg. 1400,","Camp Pendleton, CA",92055,San Diego,San Diego County Department of Environmental Health,,,,,,
10357297,37-000-217203,TRC Government Services LLC,Area 41 Bldg 4190 Stuart Mesa Rd,Camp Pendleton,92055,San Diego,San Diego County Department of Environmental Health,,,,,,
10373191,37-000-216420,"TRC Government Services, LLC (Area 52)","Area 52, Bldg 5270, Basilone Road.",Camp Pendleton,92055,San Diego,San Diego County Department of Environmental Health,,,,,,
10373194,37-000-216683,"TRC Government Services, LLC","Area, 21 Bldg 2170 12th Street",CAMP PENDLETON,92055,San Diego,San Diego County Department of Environmental Health,,,,,,
10373197,37-000-216687,"TRC Government Services, LLC","Area 22, Bldg. 2205 Vandegrift Blvd",Camp Pendleton,92055,San Diego,San Diego County Department of Environmental Health,,,,,,
10373053,37-000-180994,MCAS CPEN GSE REFUELING STATION,0 AREA 23 BLDGS 23159,CAMP PENDLETON,92055,San Diego,San Diego County Department of Environmental Health,,,,,,
10373071,37-000-181125,FUEL FARM: MCAS CPEN,"Area 23, Bldg 23185",Camp Pendleton,92055,San Diego,San Diego County Department of Environmental Health,,,,,,
10404100,37-000-000713,"TRC Government Services, LLC","Area 43, Bldg 4380, Basilone Rd",Camp Pendleton,92055,San Diego,San Diego County Department of Environmental Health,,,,,,
10148663,37-000-104692,SOUTHERN CALIFORNIA EDISON SAN ONOFRE PLANT,5000 Old Pacific Hwy,San Clemente,92058,San Diego,San Diego County Department of Environmental Health,,,,,,
10374337,37-000-105397,CITY OF POWAY FLEET MAINTENANCE,14415 LAKE POWAY RD,POWAY,92064,San Diego,San Diego County Department of Environmental Health,,,,,,
10375477,37-000-120764,Rancho Paseana,16092 SAN DIEGUITO RD,RANCHO SANTA FE,92067,San Diego,San Diego County Department of Environmental Health,,,,,,
10375447,37-000-124704,STEVE MACBAISEY,17150 EL MIRADOR,RANCHO SANTA FE,92067,San Diego,San Diego County Department of Environmental Health,,,,,,
10375450,37-000-113190,RSF Automotive Inc,6089 LA FLECHA,RANCHO SANTA FE,92067,San Diego,San Diego County Department of Environmental Health,,,,,,
10375453,37-000-104702,FRIEDKIN INVESTMENTS,15640 VIA DE LA VALLE,RANCHO SANTA FE,92067,San Diego,San Diego County Department of Environmental Health,,,,,,
10375474,37-000-106562,AT&T California - DB099,5928 Linea Del Cielo,Rancho Santa Fe,92067,San Diego,San Diego County Department of Environmental Health,,,,,,
10376743,37-000-206711,RAMCO PETROLEUM #2,30351 HWY 78,SANTA YSABEL,92070,San Diego,San Diego County Department of Environmental Health,,,,,,
10931407,37-000-008059,Desert Oil Inc,7757 Mission Gorge Rd,Santee,92071,San Diego,San Diego County Department of Environmental Health,,,,,,
10376716,37-000-217308,United Pacific 0659,112 S Rancho Santa Fe Rd,San Marcos,92078,San Diego,San Diego County Department of Environmental Health,,,,,,
10378330,37-000-129820,SD CNTY NORTH COUNTY REGIONAL CENTER,325 S Melrose Dr,Vista,92081,San Diego,San Diego County Department of Environmental Health,,,,,,
10917985,37-000-007811,Valley Center Mobil,28874 Valley Center Rd,Valley Center,92082,San Diego,San Diego County Department of Environmental Health,,,,,,
10378708,37-000-114739,SD CNTY GEN SVCS FLEET FUEL,325 S MELROSE DR,VISTA,92083,San Diego,San Diego County Department of Environmental Health,,,,,,
10378270,37-000-212011,ARCO NORTH SANTA FE,1244 N Santa Fe Ave,Vista,92083,San Diego,San Diego County Department of Environmental Health,,,,,,
10382104,37-000-104429,AT&T California - M1121,4042 37th St,San Diego,92104,San Diego,San Diego County Department of Environmental Health,,,,,,
10382521,37-000-180069,NBPL - NMC DET POINT LOMA,BLDG 512,SAN DIEGO,92106,San Diego,San Diego County Department of Environmental Health,,,,,,
10382551,37-000-180028,NBPL - FLC SD DFSP (Fuel Farm),199 Rosecrans St.,SAN DIEGO,92106,San Diego,San Diego County Department of Environmental Health,,,,,,
10382437,37-000-180071,NBPL - NEX SUBASE Gas Station,Bldg 542,SAN DIEGO,92106,San Diego,San Diego County Department of Environmental Health,,,,,,
10382470,37-000-181078,NBPL - NAVFAC SW BOWTS,BLDG 2004,SAN DIEGO,92106,San Diego,San Diego County Department of Environmental Health,,,,,,
10382938,37-000-129603,"CEMEX Construction Materials Pacific, LLC",2499 Qualcomm Way,San Diego,92108,San Diego,San Diego County Department of Environmental Health,,,,,,
10385602,37-000-121195,"SDCTY-FIRE-RESCUE DEPT, FIRE STATION 7",944 CESAR CHAVEZ PKWY,SAN DIEGO,92113,San Diego,San Diego County Department of Environmental Health,,,,,,
10152845,37-000-109689,BAE Systems San Diego Ship Repair - Yard,2205 E BELT ST/FOOT OF SAMPSON ST,SAN DIEGO,92113,San Diego,San Diego County Department of Environmental Health,,,,,,
10392199,37-000-132255,U S POSTAL SERVICE,11251 RANCHO CARMEL DR,SAN DIEGO,92128,San Diego,San Diego County Department of Environmental Health,,,,,,
10394128,37-000-129788,AT&T California - D3179,1670 Cactus Rd,San Diego,92154,San Diego,San Diego County Department of Environmental Health,,,,,,
10394041,37-000-125262,CALIFORNIA COMMERCIAL ASPHALT,387 HOLLISTER ST,SAN DIEGO,92154,San Diego,San Diego County Department of Environmental Health,,,,,,
10395283,37-000-216147,GT Energy Companies Inc.,1605 Cactus Rd,San Diego,92154,San Diego,San Diego County Department of Environmental Health,,,,,,
10166027,37-000-137885,7-ELEVEN INC. #32290,8395 Otay Mesa Rd,San Diego,92154,San Diego,San Diego County Department of Environmental Health,,,,,,
10408876,13-000-1101,7-ELEVEN INC. #36027,1101 Andrade Ave,Calexico,92231,Imperial,Imperial CUPA - DTSC,,,,,,
10121818,13-000-0585,Calipatria Fuel LLC,500 N Sorensen Ave,Calipatria,92233,Imperial,Imperial CUPA - DTSC,,,,,,
10167129,FA0004014,MWD - Iron Mountain Pumping Plant,6001 Iron Mountain Pumping Plant Road,Earp,92242,San Bernardino,San Bernardino County Fire Department,,,,,,
10401739,FA0000302,EL CENTRO CONVENIENCE,398 W Aurora Dr,El Centro,92243,Imperial,Imperial CUPA - DTSC,,,,,,
10326319,FA0056536,Citrus Golf Maintenance,78752 Avenue 52,La Quinta,92253,Riverside,Riverside County Department of Environmental Health,,,,,,
10199422,Fa0000440,Niland Soco Mini Mart,8004 HWY 111,NILAND,92257,Imperial,Imperial CUPA - DTSC,,,,,,
10327543,FA0033309,National Car Rental,2988 Civic Dr,Palm Springs,92262,Riverside,Riverside County Department of Environmental Health,,,,,,
10199752,13-000-0930,D and G Enterprise,2084 S MARINA DR,SALTON CITY,92274,Imperial,Imperial CUPA - DTSC,,,,,,
10313665,FA0014728,BAKER TRAVEL PLAZA,72922 BAKER BLVD,BAKER,92309,San Bernardino,San Bernardino County Fire Department,,,,,,
10141001,FA0003624,"Frontier California, Inc.: Arrowhead CO",27316 State Highway 189,Blue Jay,92317,San Bernardino,San Bernardino County Fire Department,,,,,,
10141153,FA0003613,"Frontier California, Inc.: Crestline CO",946 Fern Dr,Crestline,92325,San Bernardino,San Bernardino County Fire Department,,,,,,
10830493,FA0018265,Moller Retail #6126,9142 Citrus Ave,Fontana,92335,San Bernardino,San Bernardino County Fire Department,,,,,,
10422244,FA0001668,OAKHILLS MARKET,6000 Mariposa rd,oak hills,92345,San Bernardino,San Bernardino County Fire Department,,,,,,
10141467,FA0003633,"Frontier California, Inc.: Loma Linda CO",24960 Van Leuvan Blvd,Loma Linda,92354,San Bernardino,San Bernardino County Fire Department,,,,,,
10148423,FA0006723,PG&E - Topock Compressor Station,145453 National Trails Hwy,Needles,92363,San Bernardino,San Bernardino County Fire Department,,,,,,
10166187,FA0002168,7-ELEVEN INC. #35349,920 W BLOOMINGTON AVE,RIALTO,92376,San Bernardino,San Bernardino County Fire Department,,,,,,
10885843,FA0018314,Arco,14352 Seventh St,Victorville,92392,San Bernardino,San Bernardino County Fire Department,,,,,,
10412128,FA0006933,"S&S Baseline 76, Inc.",799 Baseline Rd,San Bernardino,92407,San Bernardino,San Bernardino County Fire Department,,,,,,
10141593,FA0003637,"Frontier California, Inc.: Muscoy CO",3388 Cajon Blvd,Muscoy,92407,San Bernardino,San Bernardino County Fire Department,,,,,,
10311703,FA0013472,SPEEDWAY No. 43104,842 INLAND CENTER DR,SAN BERNARDINO,92408,San Bernardino,San Bernardino County Fire Department,,,,,,
10395262,37-000-210420,Heritage Petroleum Inc.,1625 HERITAGE RD,SAN DIEGO,92514,San Diego,San Diego County Department of Environmental Health,,,,,,
10941175,,HUBSTOP - J Murrieta Inc,26011 Jefferson Ave,Murrieta,92562,Riverside,Riverside County Department of Environmental Health,,,,,,
10317298,,New Lakeview Farms LLC,32748 Reservoir Ave,Lakeview,92567,Riverside,Riverside County Department of Environmental Health,,,,,,
10222528,FA0052524,"CEMEX Construction Materials Pacific, LLC",16161 Construction Cir E,Irvine,92606,Orange,Orange County Environmental Health,,,,,,
10420480,FA0025174,UNITED #132,3400 E Pacific Coast Hwy,CORONA DEL MAR,92625,Orange,Orange County Environmental Health,,,,,,
10441621,FA0024908,Chevron Station #97460/1987,34164 Coast Hwy,Dana Point,92629,Orange,Orange County Environmental Health,,,,,,
10404007,FA0060117,SPEEDWAY No. 4998 (SHELL),590 SOUTH COAST HIGHWAY,LAGUNA BEACH,92651,Orange,Orange County Environmental Health,,,,,,
10207255,FA0024662,Frontier California: Aliso RSU,31092 S Coast Hwy,Laguna Beach,92651,Orange,Orange County Environmental Health,,,,,,
10166297,FA0024695,"AVIS Rent a Car System, LLC",4201 Birch St,Newport Beach,92660,Orange,Orange County Environmental Health,,,,,,
10223158,FA0052428,"CEMEX Construction Materials Pacific, LLC",1730 N Main St,Orange,92665,Orange,Orange County Environmental Health,,,,,,
10441633,FA0024083,Chevron Station #99944/1985,515 E Avenida Pico,San Clemente,92672,Orange,Orange County Environmental Health,,,,,,
10401031,FA0046195,United Pacific 0678,2360 S El Camino Real,San Clemente,92672,Orange,Orange County Environmental Health,,,,,,
10165969,FA0024455,7-ELEVEN INC. #25801,31702 Pacific Coast Hwy,South Laguna,92677,Orange,Orange County Environmental Health,,,,,,
10880701,FA0084389,PATRICIA L JONCA PEREIRA TRUST,1730 S STANDARD AVE,SANTA ANA,92707,Orange,Orange County Environmental Health,0.0,0.0,,,,
10155873,FA0040207,"Clay Lacy Aviation, Inc. (SNA)",19853 Campus Dr,Santa Ana,92707,Orange,Orange County Environmental Health,,,,,,
10138223,FA0024167,G&M Oil Co. #31,9225 S. Brookhurst St.,Anaheim,92804,Orange,Orange County Environmental Health,,,,,,
10430023,30-011-001153,ORANGE COUNTY TRANSPORTATION AUTHORITY,1717 E VIA BURTON ST,ANAHEIM,92806,Orange,Anaheim City Fire Department,,,,,,
10722469,FA0039627,CITY OF ORANGE WATER,1130 E Almond Ave,ORANGE,92866,Orange,Orange County Environmental Health,33.7858,117.8408,,,,
10946662,FA0060757,Bedford Canyon Shell #193,3905 Bedford Canyon Rd,Corona,92883,Riverside,Riverside County Department of Environmental Health,,,,,,
10167145,FA0025146,MWD-Valley View Powerplant (Unmanned),4229 Valley View Ave,Yorba Linda,92886,Orange,Orange County Environmental Health,,,,,,
10337527,,VENTURA COUNTY SATICOY FUEL SITE 11,11201A1 RIVERBANK DR,VENTURA,93004,Ventura,Ventura County Environmental Health,,,,,,
10404121,,7-ELEVEN INC. #46169,301 W NEW LOS ANGELES AVE,MOORPARK,93021,Ventura,Ventura County Environmental Health,,,,,,
10201696,,Oxnard Tevet 76,303 Oxnard Blvd.,Oxnard,93030,Ventura,Oxnard City CUPA,,,,,,
10200457,,Toopak Oil Corporation,"105 Oxnard Blvd., North",Oxnard,93030,Ventura,Oxnard City CUPA,,,,,,
10200610,,PANTOJA TRUCKLINE INC,320 E Hueneme Rd,Oxnard,93033,Ventura,Oxnard City CUPA,,,,,,
10141583,FA0004962,Frontier California: Mugu CO,2463 Hueneme Road,Oxnard,93033,Ventura,Ventura County Environmental Health,,,,,,
10201237,,Oxnard Vineyard Chevron,"2251 Oxnard Blvd., North",Oxnard,93036,Ventura,Oxnard City CUPA,,,,,,
10334236,,VEER CARBON PARTNERS INC,806 W HARVARD BLVD,SANTA PAULA,93060,Ventura,Ventura County Environmental Health,,,,,,
10332754,,SIMI GAS,501 LOS ANGELES AVE,SIMI VALLEY,93065,Ventura,Ventura County Environmental Health,,,,,,
10208236,FA0007676,Fix it Repair,222 Simi Valley Ave,Simi Valley,93065,Ventura,Ventura County Environmental Health,,,,,,
10211260,FA0001055,SB CITY - Tunnel Pump Station,1501 TUNNEL Rd,SANTA BARBARA,93105,Santa Barbara,Santa Barbara County Fire Department,,,,,,
10422196,FA0000180,Buford Star Mart #2,10818 14th Ave,Armona,93202,Kings,Kings County Environmental Health,,,,,,
10233190,,JEFFRIES BROS INC,35750 Highway 58,Buttonwillow,93206,Kern,Kern County Environmental Health Services Department,,,,,,
10442152,FA0001671,J.G. Boswell Company - Paul Athorp Shop,28001 S Dairy Ave,Corcoran,93212,Kings,Kings County Environmental Health,,,,,,
10235659,FA0004359,CDCR-KERN VALLEY STATE PRISON DELANO II,3000 W CECIL AVE,DELANO,93215,Kern,Kern County Environmental Health Services Department,,,,,,
10234708,FA0003481,DELANO JOINT UNION HIGH SCHOOL DIST.,1719 18th Avenue & Randolph St,DELANO,93215,Kern,Kern County Environmental Health Services Department,,,,,,
10332163,,PWA/LOCKWOOD VALLEY RD MAINT YARD,15011 Lockwood Valley Rd,"Lockwood Valley, California",93225,Ventura,Ventura County Environmental Health,,,,,,
10234102,,DONS LIQUOR MART,616 MONTEREY TRAIL,FRAZIER PARK,93225,Kern,Kern County Environmental Health Services Department,,,,,,
10407640,FA0000043,7-ELEVEN INC. #37964,629 W Grangeville Blvd,Hanford,93230,Kings,Kings County Environmental Health,,,,,,
10509622,FA0005186,Kettleman City Market,216 Becky Pease St,Kettleman City,93239,Kings,Kings County Environmental Health,,,,,,
10407631,FA0000921,7-ELEVEN INC. #37943,33190 Hubert Way,Kettleman City,93239,Kings,Kings County Environmental Health,,,,,,
10420840,FA0000948,CWMI-Kettleman Hills Facility,35251 Old Skyline Rd,Kettleman City,93239,Kings,Kings County Environmental Health,,,,,,
10404628,FA0001612,KETTLEMAN CITY MOBIL,33300 Bernard Dr,KETTLEMAN CITY,93239,Kings,Kings County Environmental Health,,,,,,
10298254,LACoFA0012820,HWY FUEL LLC,49715 N GORMAN SCHOOL RD,GORMAN,93243,Los Angeles,Los Angeles County Fire Department,,,,,,
10275805,LACoFA0011581,FLYING J TRAVEL PLAZA #616,42810 FRAZIER MOUNTAIN PARK RD,GORMAN,93243,Los Angeles,Los Angeles County Fire Department,,,,,,
